cluster_hard_3.0,mu_3.0_0,mu_3.0_1,mu_3.0_2,_maxu,_second,_margin
0,0.3448847233334978,0.343780827887529,0.3113344487789732,0.3448847233334978,0.343780827887529,0.0011038954459687833
0,0.3565510124017796,0.3430804851991981,0.3003685023990222,0.3565510124017796,0.3430804851991981,0.013470527202581517
1,0.3102698473912176,0.3572281969712505,0.3325019556375319,0.3572281969712505,0.3325019556375319,0.024726241333718646
2,0.2729894546156825,0.3601041664061642,0.3669063789781532,0.3669063789781532,0.3601041664061642,0.006802212571988986
1,0.3002813077257744,0.3669618907397982,0.3327568015344273,0.3669618907397982,0.3327568015344273,0.03420508920537085
0,0.3697569281673596,0.3363678834677299,0.2938751883649105,0.3697569281673596,0.3363678834677299,0.03338904469962972
1,0.2932276077803263,0.3716440038125459,0.3351283884071278,0.3716440038125459,0.3351283884071278,0.036515615405418145
0,0.3756464430824792,0.331567149414367,0.2927864075031537,0.3756464430824792,0.331567149414367,0.044079293668112196
1,0.2893161544353216,0.37583057265645,0.3348532729082283,0.37583057265645,0.3348532729082283,0.040977299748221674
1,0.2883121320665141,0.3766919696370022,0.3349958982964837,0.3766919696370022,0.3349958982964837,0.041696071340518504
1,0.2870663142824707,0.3787768072647187,0.3341568784528106,0.3787768072647187,0.3341568784528106,0.04461992881190807
1,0.2855845628658562,0.3790574970721236,0.3353579400620201,0.3790574970721236,0.3353579400620201,0.04369955701010353
0,0.3802572285256475,0.3323840661366424,0.28735870533771,0.3802572285256475,0.3323840661366424,0.047873162389005075
1,0.2834438254494353,0.3814952760329192,0.3350608985176454,0.3814952760329192,0.3350608985176454,0.046434377515273795
1,0.2830506072692216,0.383267224798517,0.3336821679322613,0.383267224798517,0.3336821679322613,0.049585056866255695
1,0.28056003946503,0.3851456004410575,0.3342943600939125,0.3851456004410575,0.3342943600939125,0.050851240347145
2,0.231661666491883,0.3831720345775835,0.3851662989305334,0.3851662989305334,0.3831720345775835,0.001994264352949915
1,0.2341749932049173,0.3852764384461924,0.3805485683488902,0.3852764384461924,0.3805485683488902,0.004727870097302189
1,0.278118559529349,0.3858969913809869,0.335984449089664,0.3858969913809869,0.335984449089664,0.04991254229132286
1,0.2319925276892123,0.3902530872634422,0.3777543850473453,0.3902530872634422,0.3777543850473453,0.01249870221609689
1,0.2720618708494843,0.3918704904839314,0.3360676386665842,0.3918704904839314,0.3360676386665842,0.05580285181734723
0,0.3920500947096654,0.3205039217983266,0.287445983492008,0.3920500947096654,0.3205039217983266,0.0715461729113388
1,0.2259843909915011,0.392546197106753,0.3814694119017459,0.392546197106753,0.3814694119017459,0.0110767852050071
2,0.2276425253252443,0.3783639761083093,0.3939934985664464,0.3939934985664464,0.3783639761083093,0.01562952245813709
1,0.2714240765654539,0.3944375193361386,0.3341384040984074,0.3944375193361386,0.3341384040984074,0.06029911523773118
1,0.2702882464887097,0.3954560973792831,0.3342556561320071,0.3954560973792831,0.3342556561320071,0.06120044124727603
1,0.26606086475176,0.3962485869686223,0.3376905482796177,0.3962485869686223,0.3376905482796177,0.05855803868900461
1,0.220122879050803,0.3973477139850447,0.3825294069641523,0.3973477139850447,0.3825294069641523,0.01481830702089243
1,0.2653657227463814,0.3984255023387139,0.3362087749149046,0.3984255023387139,0.3362087749149046,0.06221672742380929
1,0.2624422756211003,0.4003886854460288,0.3371690389328708,0.4003886854460288,0.3371690389328708,0.06321964651315798
